point_id,obj_id,obj_size,C,Na,P,S,K,Ca,Fe,Histone H3,SMA,Total Tau,MAP2,Cathepsin D,Podoplanin,CD56,CD31,SV2A,GlnSyn,Iba1,HSP60,CollagenIV,Ki-67,Albumin,CD36,Endoglin_CD105,Amyloid A,VAMP2,GLUT1,vWF,MAG,VGLUT1,VGLUT2,Synaptophysin,CD45,PSD95,Fibrinogen,Gephyrin,CD44,GFAP,8OHG,HLA-DR,Ta,Au,Microglia2
1,46,1530,0,0,0.036601,0.18627,85.875,97.444,2.3752,0,0,1.4301,0.37059,0.1098,0,0.35817,0.019608,0.10196,2.2797,0.66732,0.087582,0.0045752,0,0.23399,0,0,0.023529,1.1484,0.00065359,0,0.031373,0.077778,0.034641,0.86405,0.010458,0.064052,0,0,0,0.26667,0.26209,0.069935,0.026144,0.28824,0.74771
1,47,667,0,0,0.08096,0.32534,163.54,106.34,2.1034,0,0,2.1454,0.31784,0,0,0.30585,0,0.083958,1.0945,0.91154,0.005997,0,0,0.23688,0,0,0.0089955,0.85307,0,0,0.0014993,0.061469,0,0.75562,0,0.05997,0,0,0,0,0,0.16342,0.37181,1.0765,1.075
1,48,1042,0,0,0.085413,0.34741,156.95,105.21,4.7159,0.36372,0,1.4424,0.30806,0.15451,0,0.20154,0,0.073896,1.1497,1.0307,0,0,0,0.14203,0,0,0.03263,0.53839,0,0,0.056622,0.044146,0.0019194,0.5096,0,0.053743,0,0,0,0,0.27831,0.015355,0.34165,0.96641,1.0461
1,49,700,0,0,0.072857,0.36,106.6,100.26,0.2,0.11286,0,0.91143,0.32571,0.23,0,0.23714,0,0.098571,5.31,0.55857,0.085714,0,0,0.23429,0,0,0.021429,0.54286,0,0.03,0.022857,0.067143,0.014286,0.48857,0.015714,0.064286,0,0,0,0.088571,1.1943,0.062857,0.29143,0.89,0.63714
1,50,1254,0,0,0.07496,0.32935,162.5,108.46,0.44019,0,0,1.6284,0.33971,0.019139,0,0.25837,0,0.083732,0.82935,0.71451,0.020734,0.022329,0,0.16746,0,0,0.020734,0.80383,0,0,0.035885,0.054226,0.0047847,0.6563,0.021531,0.059809,0,0,0,0.007177,0.097289,0,0.33094,0.94179,0.73604
1,51,716,0,0,0.037709,0.30168,105.65,98.996,0.50838,0,0,0.95112,0.31425,0.65782,0,0.29609,0,0.099162,5.183,0.68575,0.078212,0.050279,0,0.26397,0,0,0.02514,0.5852,0,0.01676,0.047486,0.081006,0.061453,0.4176,0,0.076816,0,0,0,0.064246,1.2039,0.13547,0.31145,0.93436,0.82123
1,52,3000,0,0,0.045,0.19333,94.167,90.408,0.272,0,0,1.6543,0.302,0.029,0,0.26933,0,0.10933,0.52167,0.90133,0.020667,0,0,0.21067,0,0,0.019667,0.91167,0.018333,0,0.025,0.064,0.001,0.76867,0.018667,0.054667,0,0,0,0,0.63333,0.042667,0.192,0.64567,0.96267
1,53,5070,0,0,0.043787,0.17278,87.358,102.84,1.0093,0,0,1.5065,0.31243,0.11026,0,0.31124,0.018343,0.10276,0.66765,0.82821,0.010651,0.021105,0,0.21381,0,0,0.021893,0.84892,0.0063116,0,0.033136,0.065483,0.0067061,0.68383,0.032939,0.059566,0,0,0,0.038462,0.57633,0.085799,0.07357,0.42032,0.94694
1,54,1281,0,0,0.046058,0.1413,84.489,98.182,0.5082,0,0,1.4473,0.32943,0.028884,0,0.28728,0,0.13037,1.256,0.84231,0.030445,0.022639,0,0.1975,0,0,0.018735,0.87276,0,0,0.046838,0.067135,0,0.74785,0.013271,0.046838,0,0,0,0.06089,0.83372,0.064793,0.078064,0.38564,0.92037
1,55,531,0,0,0.079096,0.17137,99.267,64.913,0.17137,0,0,1.7363,0.29567,0,0,0.2693,0,0.092279,1.0452,0.79284,0.035782,0.17326,0,0.26742,0,0.054614,0.067797,1.1262,0.094162,0.033898,0.14501,0.092279,0,0.53672,0.028249,0.045198,0.0018832,0,0.015066,0.018832,0.067797,0,0.11676,0.36535,0.82109
