point_id,obj_id,obj_size,C,Na,P,S,K,Ca,Fe,Histone H3,SMA,Total Tau,MAP2,Cathepsin D,Podoplanin,CD56,CD31,SV2A,GlnSyn,Iba1,HSP60,CollagenIV,Ki-67,Albumin,CD36,Endoglin_CD105,Amyloid A,VAMP2,GLUT1,vWF,MAG,VGLUT1,VGLUT2,Synaptophysin,CD45,PSD95,Fibrinogen,Gephyrin,CD44,GFAP,8OHG,HLA-DR,Ta,Au,Astrocytes2
1,40,588,0,0,0.018707,0.005102,2.2109,0.7415,0,0.07483,0,0.057823,0.028912,0,0,0.34014,0,0.0068027,0.10884,0,0,0,0,0,0,0,0,0.032313,0,0,0.034014,0.0017007,0.0034014,0.018707,0.015306,0,0,0,0.005102,0.0068027,0.034014,0,0.0034014,0.02381,0.11565
1,41,167,0,0,0.011976,0,1.4311,0.38323,0,0,0,0.047904,0,0,0,0.35928,0.011976,0.023952,0.095808,0,0,0,0,0,0,0,0,0.02994,0.005988,0,0.005988,0.02994,0.011976,0.023952,0.035928,0,0,0,0.005988,0.011976,0,0,0.02994,0.047904,0.10778
1,42,124,0,0,0,0.0080645,0.91129,0.19355,0,0,0,0.048387,0,0,0,0.35484,0,0.0080645,0.080645,0,0,0,0,0,0,0,0,0.024194,0,0,0,0.0080645,0,0.032258,0.0080645,0,0,0,0,0.024194,0,0,0,0.016129,0.10484
1,43,180,0,0,0.0055556,0.011111,0.73889,0.29444,0,0,0,0.066667,0,0,0,0.22778,0,0.016667,0.088889,0,0,0,0,0,0,0,0,0.055556,0,0,0.027778,0,0,0.038889,0.0055556,0,0,0,0,0.0055556,0,0,0.0055556,0,0.094444
1,44,132,0,0,0.0075758,0,1.0455,0.29545,0,0,0,0.060606,0,0,0,0.32576,0,0.015152,0.10606,0,0,0,0,0,0,0,0,0.045455,0,0,0.022727,0,0,0.037879,0.0075758,0,0,0,0,0.0075758,0,0,0.0075758,0.022727,0.11364
1,45,180,0,0,0,0.0055556,0.88889,0.21667,0,0,0,0.016667,0,0,0,0.13333,0.016667,0.011111,0.072222,0,0,0,0,0.022222,0,0,0,0.038889,0.027778,0,0,0,0.0055556,0.0055556,0.016667,0,0,0,0.027778,0.016667,0,0,0.016667,0.027778,0.088889
1,46,473,0,0,0.0084567,0.0063425,2.0148,0.30655,0,0,0,0.042283,0,0,0,0.54545,0.02537,0.0084567,0.086681,0,0,0.02537,0,0.029598,0,0.0042283,0,0.05074,0.061311,0,0.0021142,0.0063425,0.0084567,0.040169,0.023256,0,0,0,0.019027,0.012685,0,0,0.012685,0.021142,0.099366
1,47,193,0,0,0,0,0.7772,0.28497,0,0,0,0.051813,0,0,0,0.45078,0,0.0051813,0.088083,0,0,0,0,0,0,0,0,0.062176,0,0,0,0.010363,0,0.041451,0.010363,0,0,0,0.0051813,0.0051813,0,0,0.0051813,0.010363,0.093264
1,48,445,0,0,0,0.0089888,1.6787,0.30337,0,0,0,0.031461,0.0089888,0,0,0.33483,0.011236,0.0067416,0.085393,0,0,0.0089888,0,0.0044944,0,0,0,0.069663,0.01573,0,0.0022472,0.011236,0.0044944,0.020225,0.013483,0,0,0,0.020225,0.011236,0,0,0.031461,0.035955,0.096629
1,49,305,0,0,0.0065574,0.0065574,1.482,0.41639,0,0,0,0.029508,0,0,0,0.39344,0,0.013115,0.10492,0,0,0,0,0,0,0,0,0.036066,0,0,0,0.016393,0.0032787,0.039344,0.016393,0,0,0,0.0032787,0.016393,0,0,0.0098361,0.0065574,0.12131
